"Data","precipitacao_total","pressao_atmosferica","temperatura_maxima","temperatura_media","Temperatura_minima","umidade_relativa_media","umidade_relativa_minima","vel_vento_max","vel_vento_med"
2013-04-20,0,964.9,24.1,15.8,10.8,79.8,52,7.7,0.5
2013-04-21,0,965.9,23.9,16.3,10.7,82.1,50,4.8,0.6
2013-04-22,0.2,968.3,22.7,15.1,10.7,84.6,49,4.4,0.4
2013-04-23,0.2,968.1,23.2,14.8,8.5,84.5,55,4.9,0.5
2013-04-24,0.2,966.3,23.1,17.5,12.2,84.5,57,3.9,0.5
2013-04-25,0,964.8,23.7,18.2,15.2,80,46,4.7,0.6
2013-04-26,0,963,25.3,17.2,11.5,82.8,52,5,0.4
2013-04-27,0.2,962.5,26.2,17.4,12.6,83.8,46,4.1,0.3
2013-04-28,0.2,962.7,25.9,17.6,12,81.9,45,6.6,0.5
2013-04-29,0.2,960.4,24.8,17.8,13.6,89.3,60,7,0.6
2013-04-30,0.4,960.3,28.1,18.5,12.5,81.1,29,5.5,0.4
2013-05-01,0,962.7,22.2,18.9,15.1,88.2,68,3.3,0.2
2013-05-02,0,961.8,26.1,20.6,18.8,84.7,38,4.3,0.4
2013-05-03,0.4,958.5,27.9,20,16.2,82.8,27,4.4,0.4
2013-05-04,0.4,957.2,26.7,20,17.1,82.7,26,9.7,0.6
2013-05-05,0.2,959.3,19.7,17.1,16.8,92.7,80,6.2,0.5
2013-05-06,7.2,960.7,20.8,13.9,7.7,75.5,23,9,1
2013-05-07,0.4,961.2,19.6,11.7,5.6,72.6,31,16.7,2.2
2013-05-08,0,964.6,19.7,9,0.9,71.8,22,6.1,0.4
2013-05-09,0.2,965.4,24.1,9.7,1.1,79.3,21,3.1,0.2
2013-05-10,0.2,965.7,25.6,11.4,2.9,76.6,14,4.1,0.2
2013-05-11,0.2,964.7,23.8,14.9,7.3,82.1,52,4.3,0.5
2013-05-12,0,962.2,21.3,15.7,11.1,88.8,68,4.3,0.5
2013-05-13,0.2,961.5,23.6,17.2,14.2,92.1,68,4,0.3
2013-05-14,2.2,960,22.2,18.4,16.2,92.6,75,4.5,0.4
2013-05-15,0.2,958.7,19.6,17.3,15.9,94.5,83,5.6,0.5
2013-05-16,7.4,960.4,23.6,17.5,16.2,83.6,45,8.8,1.4
2013-05-17,0,968,13.7,10.7,8.7,83,64,5.5,0.5
2013-05-18,0.4,968.5,15.6,13.3,9.4,92.7,83,3.1,0.3
2013-05-19,2.4,966.2,16.9,15.1,13,95.7,88,2.2,0.1
2013-05-20,29.8,961.1,24.3,17.8,14.8,88.9,66,6.6,0.8
2013-05-21,0.4,959.5,22.4,15,10,88.5,52,4.3,0.3
2013-05-22,0.2,959.9,19.7,14.7,11.2,91.6,74,5.5,0.7
2013-05-23,0,961.7,22.2,14.4,7.9,83.2,55,6.5,1.2
2013-05-24,0.2,962.9,19.6,14,10.1,89.4,69,3.7,0.2
2013-05-25,0.2,963.9,21.7,14.6,11.3,86.2,48,4.5,0.4
2013-05-26,0,964.1,19.8,14.1,10.1,90.1,68,4.1,0.3
2013-05-27,0,960,19.6,15.1,12.2,90.5,72,4.4,0.2
2013-05-28,0,955.3,17.3,14.7,13,94.6,83,5.8,0.6
2013-05-29,2.6,951.9,24.9,17,13.5,87.9,59,10.6,1
2013-05-30,9.2,958.5,18.1,13.1,8.7,72,33,11.3,1.7
2013-05-31,NA,NA,NA,NA,NA,76.5,50,3.7,NA
2013-06-01,0,960.9,16.4,12.7,4.8,94.5,82,3.4,0.3
2013-06-02,46.4,958.6,21.7,16.3,12.3,91.7,70,7.6,0.7
2013-06-03,0.2,963.7,20.8,14.5,9.6,80.3,37,5,0.6
2013-06-04,0,965.1,20.6,NA,8.3,87.3,58,4.3,0.4
2013-06-05,NA,NA,NA,NA,8.8,NA,96,2,NA
2013-06-06,NA,NA,NA,NA,NA,75.7,49,8.7,NA
2013-06-07,0.4,964.4,22.1,13.7,9.3,88.8,60,4.8,0.2
2013-06-08,NA,967.2,20.6,NA,11,89.8,65,2.9,0.3
2013-06-09,0.2,966.5,21.3,14.2,8.8,88.4,55,4.9,0.4
2013-06-10,0,964.2,17.4,NA,10.6,91.8,79,3,0.2
2013-06-11,NA,NA,NA,NA,NA,NA,74,3.4,NA
2013-06-12,NA,NA,NA,NA,15.8,NA,91,1.4,NA
2013-06-13,NA,NA,NA,NA,NA,NA,55,5.2,NA
2013-06-14,NA,962.6,21,NA,9,87,48,3.2,0.3
2013-06-15,NA,NA,NA,NA,10.9,NA,94,1.1,NA
2013-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-17,NA,NA,NA,NA,NA,82.9,68,7.8,NA
2013-06-18,0,962.1,20.4,16.2,13.8,88.3,67,4.7,0.4
2013-06-19,12.8,NA,NA,NA,14.5,NA,93,2.8,NA
2013-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-22,NA,NA,NA,NA,NA,NA,54,7.5,NA
2013-06-23,NA,965.8,16.7,NA,4.2,90.3,67,3.4,0.2
2013-06-24,NA,NA,NA,NA,7.6,NA,94,5,NA
2013-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-28,NA,NA,NA,NA,NA,NA,68,4.6,NA
2013-06-29,NA,955.4,20.4,16.4,13.3,95,85,6.2,0.5
2013-06-30,4.2,NA,NA,NA,11.5,NA,93,3,NA
2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-02,NA,NA,NA,NA,NA,NA,72,4.6,NA
2013-07-03,NA,NA,20.2,NA,NA,84.3,56,5.8,NA
2013-07-04,NA,NA,NA,NA,14.5,NA,88,0.9,NA
2013-07-05,NA,NA,NA,NA,NA,NA,49,2.6,NA
2013-07-06,NA,NA,NA,NA,12.3,NA,73,1.8,NA
2013-07-07,NA,NA,NA,NA,NA,NA,52,4.9,NA
2013-07-08,NA,NA,NA,NA,11.2,NA,75,8.2,NA
2013-07-09,NA,NA,NA,NA,NA,NA,80,4.7,NA
2013-07-10,NA,NA,NA,NA,13.8,NA,91,2.3,NA
2013-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-12,NA,NA,NA,NA,NA,NA,52,5.9,NA
2013-07-13,NA,NA,20.6,NA,11.7,86.6,51,3.2,NA
2013-07-14,NA,960.8,23.9,NA,11.9,82.3,54,5.9,0.6
2013-07-15,NA,960.6,19.7,NA,14,64.9,29,9.6,1
2013-07-16,NA,963.5,18,NA,5.5,56.9,23,7.2,0.8
2013-07-17,NA,961.8,20.4,NA,5.3,67.9,33,3,0.2
2013-07-18,NA,956.6,21.2,NA,6,62.2,32,4,0.3
2013-07-19,NA,NA,NA,NA,9.3,NA,64,5.5,NA
2013-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-23,NA,NA,NA,NA,NA,62.3,41,11.8,NA
2013-07-24,0,969.7,13.2,3.5,-2,83.5,40,3.5,0.2
2013-07-25,0.2,971,16.7,8.8,-0.9,75.8,38,6.3,1
2013-07-26,0.2,973.3,17.1,7.2,0.3,86.8,56,5.9,0.5
2013-07-27,0.4,969.4,17.9,8.5,2.4,86.6,46,4.8,0.2
2013-07-28,0.2,965.5,22.2,9.7,3,87.5,50,2.7,0.2
2013-07-29,0.4,967.4,21.6,11.3,5.2,86.3,48,3.3,0.2
2013-07-30,0.4,967.1,23.3,12,6.3,89.1,40,2.9,0.2
2013-07-31,0.2,964.3,23.2,NA,6.7,84.6,36,3.5,0.3
2013-08-01,0.2,962.1,26.5,14,7.6,82.2,23,3.7,0.3
2013-08-02,0.2,959.2,28.5,NA,8.6,76.7,35,6.7,0.5
2013-08-03,0,958.6,25.4,18.6,13.8,69.6,35,7,1
2013-08-04,31,960.1,23.1,NA,12.5,77,36,10.6,2
2013-08-05,NA,964.4,19.2,NA,3.1,81,49,5.5,0.6
2013-08-06,32.2,NA,NA,NA,5.4,95.8,90,11.8,NA
2013-08-07,NA,NA,NA,NA,NA,74.3,53,5.3,NA
2013-08-08,0.2,957.9,22.5,15.4,11.8,92.3,67,3.4,0.2
2013-08-09,0.2,NA,18.5,NA,13.2,94.9,84,2.4,NA
2013-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-08-11,NA,NA,NA,NA,NA,70.2,54,6.8,NA
2013-08-12,0,959.9,19.9,12.2,7.9,82.7,51,4.3,0.4
2013-08-13,0,958.7,18.1,NA,7.9,91.7,64,4,0.3
2013-08-14,NA,NA,NA,NA,NA,NA,27,9.9,NA
2013-08-15,NA,969.6,17.4,8.3,1,69.9,29,6.9,0.9
2013-08-16,0.2,968.7,16.6,9.4,2.6,81.5,33,4.7,0.3
2013-08-17,0,968.8,19.4,13.7,7.1,75.6,42,6.5,1.1
2013-08-18,0,970.4,17.6,12.9,9.8,72.3,38,7.2,1.2
2013-08-19,1,968.8,19.2,14.3,11.1,82.4,61,10.3,1.2
2013-08-20,0.8,967.8,21.3,14.8,10.9,76.1,44,6.7,1
2013-08-21,0,963.1,22.7,15.5,9.8,63.4,40,4.1,0.5
2013-08-22,0.4,957.7,27.8,17,10.9,64.9,25,6.6,0.5
2013-08-23,0.6,959.7,20.4,16.2,12.5,83.7,71,7.8,1
2013-08-24,5,964.2,15.8,13.2,10.5,81.3,63,5.9,0.9
2013-08-25,0,962,17.7,15,11.1,82.1,70,6.1,0.8
2013-08-26,31.2,961.3,12.5,10.9,10.4,86,67,5.5,0.7
2013-08-27,18.2,963.6,12.6,9,6.5,80.3,45,11.3,2
2013-08-28,0.2,969.3,18,7.5,0.3,77.1,29,4.4,0.3
2013-08-29,0.2,968.7,22.5,10.4,3.8,75.3,23,5,0.3
2013-08-30,0.2,966.4,23.8,11.8,4.8,72,24,3.8,0.3
2013-08-31,0.2,963.2,25.7,14.6,7.4,73.8,23,3.8,0.2
2013-09-01,0.4,961.2,18.1,13.9,9.5,94.6,82,9.5,0.9
2013-09-02,8.4,957.1,25.2,17.4,11.4,75.4,35,5.8,1.1
2013-09-03,2.6,957.7,24.4,18.1,14.4,72.5,36,7.6,1.3
2013-09-04,18.8,966.3,16.1,11,9.3,93.4,60,10.7,2.3
2013-09-05,0.2,969.4,15.1,12.3,9.4,90,80,3.1,0.5
2013-09-06,1.4,968.3,19.7,15.7,11.3,85.8,64,6.6,1.1
2013-09-07,0,965.8,21.8,16.7,13.4,81.8,61,7,1.1
2013-09-08,0,964.4,25.6,18.6,15.1,81,55,6.7,1.3
2013-09-09,0.2,965.4,28.9,19.6,13.5,78.9,34,5.8,0.7
2013-09-10,0.4,966.4,28.9,20.1,14.4,74.8,28,6.3,0.9
2013-09-11,0,965.1,25.5,17.1,10.5,79.2,48,8.3,0.9
2013-09-12,0,961.4,26.6,19,14.6,76,53,6,0.6
2013-09-13,0.2,960.2,31,20.1,14.1,75,28,6.1,0.5
2013-09-14,0.2,960,30.7,21.1,13.9,72.2,28,5.9,0.7
2013-09-15,0,958,31.5,22.2,14.3,69.9,26,8.2,0.8
2013-09-16,24.4,956.1,22.5,17.6,16.6,91.3,64,11.4,1.1
2013-09-17,32.4,954.9,18.9,15.6,15.7,81.9,48,12.1,1.5
2013-09-18,9.8,964.7,16.8,10.4,3.7,74.1,29,5.7,1.1
2013-09-19,1.2,968,14,11.7,9.5,90.8,81,5.1,0.7
2013-09-20,49.6,962.4,16.2,13.5,11.3,96,88,5.5,0.7
2013-09-21,68,955,19.5,16.6,13,94.3,83,8.8,1.2
2013-09-22,71.2,958.7,15.9,14.5,13.6,95.8,92,9.8,1.3
2013-09-23,15.8,960.6,19.5,15.7,13.7,92.5,76,6.6,0.8
2013-09-24,0,961.1,16.7,14.1,13.1,66.5,33,14.2,3.1
2013-09-25,0,963.9,21.1,13.3,8.3,66.5,34,8.3,1.4
2013-09-26,0,965.6,21.5,13,6.8,69.1,29,8.9,1
2013-09-27,0,965.2,21.4,12.9,6.2,72.8,24,9.2,1.5
2013-09-28,0.2,963,14.7,12.9,11,88.6,63,7.3,1.2
2013-09-29,13.6,961.7,17.5,14.6,12,87.4,72,3.1,0.5
2013-09-30,0,958.6,22,17,14.5,84,46,4.4,0.5
2013-10-01,11.4,957.5,23.8,17.3,13,78.4,38,10.2,1.1
2013-10-02,0,960.2,22.8,17.5,14.3,78.9,51,7.6,0.9
2013-10-03,3.4,960.6,18.9,16.7,14.4,87.1,68,4.8,0.7
2013-10-04,9.2,956.8,26.3,19.9,16.2,67.9,31,13,1.8
2013-10-05,0,959.6,22.9,17.3,10.1,55.7,23,8.1,1.9
2013-10-06,0,964.3,23.6,16.1,11.5,71,35,7,1.7
2013-10-07,2.4,969,22.2,15.2,8.1,69.4,39,8.2,1.6
2013-10-08,0.2,969.5,22.3,14.4,7.5,70.3,38,8.2,1.8
2013-10-09,0.2,966.9,24.2,16.2,10.9,76,30,8.8,1.8
2013-10-10,0,965.7,23.4,16.5,10.7,74.1,38,7.4,1.6
2013-10-11,0,964.3,24.2,18.8,15.4,70.5,41,8.6,1.9
2013-10-12,0.2,963.1,23.9,19.1,15.6,76.6,56,6.9,1.5
2013-10-13,0.2,959.5,25.5,19.8,16.3,77.2,55,7.1,1
2013-10-14,0,958.8,30,22.2,17.1,73,32,5.6,0.9
2013-10-15,0,961.8,27.2,21.2,16.9,67.5,43,8,1.7
2013-10-16,0,962.5,20.8,18.1,16.6,83.3,62,7.8,1.3
2013-10-17,5.4,959,18.1,16.2,14.6,89.6,82,7.6,1.3
2013-10-18,6.8,954.9,26.6,18.1,13.4,74.9,19,9,1.2
2013-10-19,0,955.6,26.8,19.8,15.3,70.9,20,9.5,1.5
2013-10-20,0,955.9,28.4,20.3,14.9,72.5,32,6.8,1
2013-10-21,0,955.1,23.8,19.3,18.4,86.2,60,13.5,1.2
2013-10-22,8.6,959.3,19.2,17.2,15.6,87.4,74,6,1.2
2013-10-23,0.2,959.6,24.6,18.7,14.5,86.3,70,4.9,0.9
2013-10-24,8.4,961.3,21.2,19.6,17.6,92.6,85,8.3,1
2013-10-25,6.6,966,18.9,17.1,15.5,84.9,75,6.5,1.8
2013-10-26,1.4,960.4,18.5,16.6,14.9,93.3,87,4.8,0.5
2013-10-27,28.6,956.3,26.5,20.3,16.1,65.5,21,9.3,2.1
2013-10-28,0.2,961.6,25.7,16.2,8.7,66.6,12,9.8,1.7
2013-10-29,0,962,24.2,16.8,10.5,69.9,34,8.2,1.7
2013-10-30,0,960.8,26.8,18.4,12.8,70.7,27,9.5,1.3
2013-10-31,0,963.1,21.9,17.9,14.7,76.3,61,8.8,1.5
2013-11-01,1.4,964,21.7,17.6,15,82.3,66,8.7,1.7
2013-11-02,0.4,962.3,25.5,18.2,13,78,30,8.1,1.3
2013-11-03,0,957.7,22.3,19.7,17.3,89.6,75,5,0.8
2013-11-04,4,956.5,28,20.5,15.7,72.4,17,12.5,1.7
2013-11-05,0,962,25.5,18,11.9,65.3,20,9.6,1.9
2013-11-06,0,966.9,22.6,15.8,8.6,69.6,45,10,2.7
2013-11-07,0,965.9,22.1,16.4,11.7,78.5,56,6.2,1.5
2013-11-08,0,961.1,25.9,18.9,15.2,80.5,50,6,0.9
2013-11-09,0,957.4,27.1,20.6,16.5,76.6,31,5,0.7
2013-11-10,0,955.4,28.4,21.6,18.1,79,40,6.9,1.4
2013-11-11,3.4,950.7,30.7,23.3,18.9,78.8,48,8.1,1.4
2013-11-12,20.6,952.3,26.7,22.1,19.7,71,40,15.1,2.5
2013-11-13,0.2,962.4,29.4,19.7,12,65.7,16,8.4,1.1
2013-11-14,0,963.9,27.1,18.9,12,69.1,30,8,1.5
2013-11-15,0,959.5,27.9,20,13.4,71.1,38,7.8,1.6
2013-11-16,2,956.9,26.3,20.7,18.1,80.4,50,7.5,1.5
2013-11-17,0,960.7,21.3,16.9,14.2,80,65,5.7,1.5
2013-11-18,0,959.9,24.6,18.5,14.7,81.5,57,7.3,0.8
2013-11-19,0,958.7,28.6,21,16,79.2,37,9.6,1
2013-11-20,3,958.8,24,21.3,19.3,82.8,58,5.5,0.9
2013-11-21,1.6,956.7,25,21.4,20.1,87.5,63,6.2,1
2013-11-22,2.4,957.3,25.8,20.2,17.5,76.4,44,11,2.4
2013-11-23,0.2,961.3,21.7,15.6,9.7,83.9,65,8.4,1.6
2013-11-24,0,962.3,23.2,18.5,15.2,79.7,64,8.4,2.2
2013-11-25,0.6,961.6,27.6,20.9,17.2,78.2,36,8.1,1.4
2013-11-26,2,958.5,27.5,21.4,18.4,79.2,41,7.8,1.7
2013-11-27,0.2,954.1,28.3,21.4,17.6,75,34,8.2,0.9
2013-11-28,0,952.4,32,24.1,19.1,69.3,27,9.9,1.1
2013-11-29,5.8,957.6,25.7,20.9,18,83.6,56,7.4,1.5
2013-11-30,0,961.6,21.3,19.2,18.2,83.5,73,7.8,1.8
2013-12-01,0,962.2,21.7,18.4,15.1,84,75,8.9,0.9
2013-12-02,5.4,955.9,29.8,21.8,17.4,71.3,24,9.6,1.2
2013-12-03,0.2,954.1,31.8,23.3,15.8,61.6,19,8.9,1.7
2013-12-04,0,955,30.7,23,17.7,68.7,31,7.9,1.4
2013-12-05,17.4,953.3,24.8,20,19.8,92.8,71,11.9,1.1
2013-12-06,24.2,956.6,21.7,18.3,15.9,82.1,59,6.4,1.2
2013-12-07,0,958.7,22.7,18.6,15.9,86.9,73,7.5,1
2013-12-08,0.2,958.8,26.6,21.3,17.3,78.5,38,6,0.9
2013-12-09,0.4,956.5,29.3,22.6,19,79.8,40,6,0.8
2013-12-10,18.6,955.1,29.1,21.6,18.5,78.3,35,8.2,1.2
2013-12-11,5.6,958.3,25.7,20,16,75.3,29,7.2,1.7
2013-12-12,0,959.7,21.2,17.8,14.9,78.4,59,7.6,1.3
2013-12-13,0,957.7,26.1,19.8,15.7,71.3,33,6.8,1.1
2013-12-14,3,957.1,26.6,21,18.1,81.5,44,9.3,1.1
2013-12-15,16,956.9,29.6,22.3,18.1,74.2,34,12.6,1.2
2013-12-16,0,956.5,30.1,22.3,18,71.1,25,9.8,1.4
2013-12-17,0,956.9,29.1,21.4,15.9,65.3,23,8.3,1.8
2013-12-18,0,956.3,28,21.1,15.4,71.5,36,6.6,1.3
2013-12-19,0,956.5,30.1,22.5,17,68,30,10.4,1.7
2013-12-20,0,955.8,30.2,22.6,16.5,67.6,25,8.8,1.2
2013-12-21,0,956.3,31.2,22.3,14.8,65.3,27,10.1,2
2013-12-22,0,957.1,31,21.9,14.1,67.8,31,10.6,2.1
2013-12-23,0,956.5,31.7,22.3,15.9,68.9,27,7.6,1.4
2013-12-24,0.2,955,31.2,22.8,15.8,70.1,30,8.3,1.2
2013-12-25,0,955.2,33.9,25.9,20.7,66.9,23,9.1,1.8
2013-12-26,0,956.4,36.4,27.4,19.9,66.2,23,9.4,1.6
2013-12-27,0,956.2,37.5,27.8,21,66.7,28,7.1,1.6
2013-12-28,57.8,956.8,28.6,21.8,19.4,90.4,64,16.3,0.8
2013-12-29,1.4,954.5,31.3,23.5,19.3,83.2,56,9.9,1
2013-12-30,0.2,952.7,31.4,24.5,20.5,83.8,53,14,1.2
2013-12-31,6.6,953,30.7,24.9,21,83.4,56,14.1,1.5
2014-01-01,10.4,953.9,27.2,24.2,21.9,91.1,76,7.5,0.8
2014-01-02,38.4,951.7,31.4,24.8,20.9,82.7,58,9.6,1.5
2014-01-03,0.4,953.2,31.5,23.9,21.9,88.5,54,14.2,1.2
2014-01-04,30,962.2,20.4,17.9,16.4,93.5,86,6.5,1.1
2014-01-05,11.6,963.2,23.9,18.9,16.4,88.8,70,2.7,0.3
2014-01-06,0.2,961.7,28.2,22,18.4,84.7,57,9.5,0.9
2014-01-07,7.8,959.8,29.5,23.4,19.3,77.5,48,6.5,1.5
2014-01-08,4.6,957.1,31.3,23,19.5,79.8,28,9.3,1.1
2014-01-09,1.2,957.6,29.3,23.4,19.8,82.1,57,9.7,1.1
2014-01-10,0,957.5,31.7,25,20.8,81.2,49,7.5,0.8
2014-01-11,48.8,958.9,30.1,22.6,18.9,84.7,55,13.4,1.6
2014-01-12,49.4,961.7,25.5,21.2,18.3,91.1,74,13.6,0.9
2014-01-13,23.2,961.1,26.4,21.5,19.5,89,67,5.3,1
2014-01-14,2.4,959.4,29,21.1,18,86.7,52,9.1,0.9
2014-01-15,8.8,958.4,28.6,21,18.8,88.2,54,12,0.9
2014-01-16,1.6,958.3,28.8,21.1,18.2,87.3,55,9.1,0.6
2014-01-17,0.4,959.9,31.2,23.1,18.3,76.7,30,10,0.8
2014-01-18,0,961,30.6,22.8,16.3,75,37,9,1
2014-01-19,0.2,959.2,32.2,24,17.6,71.9,31,7.1,1.2
2014-01-20,0,957.9,34,24.8,17.9,67.1,14,7.5,1.4
2014-01-21,0,957.6,32.4,24.2,17.4,67.5,28,7.5,1.1
2014-01-22,0,957.3,35,26.5,20.6,67.6,17,8.5,1
2014-01-23,0,957.6,34.2,26.7,20.6,70.5,43,11.6,1.3
2014-01-24,0,955.8,34.1,24.8,20.1,80.4,46,12.8,1.1
2014-01-25,1,956.8,31.6,24.3,20.5,79.6,50,12.1,2.2
2014-01-26,0,960.6,29.8,23.3,18.8,74.2,54,10.7,1.3
2014-01-27,0,961.2,32.4,25.8,20.9,74.2,45,8,1
2014-01-28,0,960.4,34.8,27.2,22.6,66.4,22,5.8,1.1
2014-01-29,0,960.2,35.7,26.2,19.8,65.3,14,5.9,0.6
2014-01-30,0,960.2,34.1,25.2,17.5,70.8,38,6.5,1.5
2014-01-31,0,959.8,34.5,24.5,17.2,71.4,33,11.9,1
2014-02-01,0,959.1,35.7,26.3,19.1,68.2,31,7.6,0.9
2014-02-02,0,958.2,35.4,26.4,19.5,62.9,17,8.4,0.9
2014-02-03,0,957.6,34.6,26.7,20.2,68.5,28,6.1,1.1
2014-02-04,0,958,35.6,27.2,21.3,70.4,18,7.5,1.2
2014-02-05,0,958.9,35.4,27.7,21.4,65,23,6.9,1.1
2014-02-06,0,958.8,35.6,27.3,21.3,65.9,19,6.9,0.9
2014-02-07,0,958.4,36.5,27.9,22.1,65.3,20,9.9,1.1
2014-02-08,0,958.6,35.8,26.5,21.3,70.4,18,12.4,1.3
2014-02-09,10.8,958.8,35.3,23.6,17.8,75.8,21,13.3,0.9
2014-02-10,0,959.4,36.7,25.6,17.8,67.4,15,7.9,1.1
2014-02-11,0.2,959.7,33.3,25,18.2,72.1,30,6.4,1.1
2014-02-12,0,956.2,35,26,18.8,68.8,20,9.1,1.4
2014-02-13,0,954.9,33.6,24.8,19.7,73,39,11.1,1.5
2014-02-14,30.6,958.3,22.6,20.6,19.6,90,74,7.2,0.9
2014-02-15,2.2,964.6,26.5,20.7,17.4,69,45,13.7,4.8
2014-02-16,0.2,964.9,27.6,20,12.9,73,45,11.4,2.9
2014-02-17,0,964,26.1,19.8,13.9,81.5,64,10.2,1.9
2014-02-18,0,963.5,28.1,20.7,14.5,77.9,49,9.3,2
2014-02-19,0.4,961.9,28.5,21.1,17.5,80.5,52,8.1,1.8
2014-02-20,0.2,959.5,29,21.6,16.7,77.5,47,7,0.9
2014-02-21,0,958.7,29.7,22.9,19.2,78.8,50,7.5,0.9
2014-02-22,28,959.1,27.7,22.5,18.4,84.5,63,11.7,0.9
2014-02-23,2.6,957.6,26.5,22.5,20.8,88.6,65,9.6,1
2014-02-24,9.2,957.7,31.8,23.8,19.8,80.6,47,4.8,0.6
2014-02-25,0.2,958.6,31.2,23,17.4,80.5,50,8.4,0.9
2014-02-26,22.8,957.4,30.3,23.2,19.5,86.6,59,8.2,1.3
2014-02-27,35.2,954.1,28,22.9,20.5,83.7,50,8.9,1.6
2014-02-28,4.6,955.2,28.4,21.2,17,76.8,39,6.7,0.9
2014-03-01,0,955.6,28.3,20.9,16.4,74.8,33,10.3,0.9
2014-03-02,0,959,26.7,20.4,16.2,80.4,51,7.2,0.8
2014-03-03,0,961.3,24.9,20.7,17.5,83.8,68,8,1.1
2014-03-04,1.8,961.2,21.1,19.4,18.2,92.3,81,6.7,1
2014-03-05,28.4,959.2,26,20.7,17.6,90,66,4.3,0.6
2014-03-06,0,957.4,29.9,22.7,18.3,79.1,41,7.8,0.9
2014-03-07,0,958.5,29.7,22,17.5,78.1,42,9.7,0.8
2014-03-08,0,957.9,27.1,21.2,17.5,81,53,5.9,1
2014-03-09,1.2,957.2,28.2,20.7,15.4,82.2,56,10.7,0.9
2014-03-10,0,957.6,29.8,22.4,19.9,84.1,49,19.4,1.5
2014-03-11,47.8,958.2,26.1,20.3,18,90.5,62,8.1,0.8
2014-03-12,1.6,961.9,26.4,21,17.8,87.2,69,6.6,0.9
2014-03-13,6.2,962.9,27.3,21.1,18.9,87.6,60,5.5,0.9
2014-03-14,6.8,959.8,27.6,20.5,17,88.1,62,3.2,0.3
2014-03-15,0,957.4,32.3,23.4,18.4,85.2,51,13.2,1
2014-03-16,5.6,957.3,31.6,24.1,20,82.5,54,11.7,1
2014-03-17,2.4,956.8,33.1,24.6,20.9,80.8,38,15.1,0.8
2014-03-18,1.6,959,29.2,22.5,19.2,85.6,61,9.6,0.9
2014-03-19,44.6,957.2,26.3,20.7,18.1,90.5,68,9.9,0.7
2014-03-20,4.6,953.1,24.8,21.2,18.5,87.9,67,7.2,0.7
2014-03-21,0.8,953.7,26,21.6,19.4,90.5,70,4.8,0.6
2014-03-22,3.2,960.2,27,20.4,14.8,76.2,40,6.6,1.2
2014-03-23,0.2,964.6,23.5,15.1,8.9,79.1,46,6,1
2014-03-24,0,964.5,25.5,17.7,12.5,83,53,5.2,0.7
2014-03-25,0.4,965.7,24.8,19.3,15.4,82.8,54,5.5,1
2014-03-26,0,966.6,26.9,18.9,14.2,84.9,54,6.7,1
2014-03-27,0.4,964.3,27.4,20.4,16.9,86,55,6.5,0.9
2014-03-28,0,962.1,27.9,21.8,18,80.7,49,7.1,1.3
2014-03-29,0.2,960.1,28.2,22.1,18.2,80,52,7.8,1.2
2014-03-30,0,958.5,25,21.7,19.4,86.8,74,7.3,1.1
2014-03-31,2.2,959.3,28.9,22.7,20.4,88,58,2.8,0.3
2014-04-01,0.6,961.4,28.7,22.4,20,85.9,58,12.2,0.9
2014-04-02,4.8,962.5,26.7,20.9,18.3,83.4,59,11.1,2.1
2014-04-03,2.2,963.8,25.9,19.6,15.3,85.4,60,9,1.5
2014-04-04,0.4,965.9,27.2,20.4,15.7,81.9,47,8.6,1.3
2014-04-05,NA,965,28.1,NA,14.5,84,53,4.6,0.6
2014-04-06,0,962.1,29.4,22.2,17.3,81.7,54,6.2,0.7
2014-04-07,0.2,959.6,30.2,21.2,16.9,85.2,40,4.5,0.5
2014-04-08,0,957.8,27.7,22.3,18.6,81.2,56,4.8,0.9
2014-04-09,0.6,956.8,22.7,19.9,17.7,92,77,18.3,1.1
2014-04-10,0.8,959.8,25.4,21.2,18.9,89,69,4.9,0.5
2014-04-11,1.2,960.3,25.6,21.1,18.6,87.4,62,4.9,0.6
2014-04-12,1,956,24.1,21.7,20.5,90.5,79,6.7,0.9
2014-04-13,0.4,960.7,25.2,18.5,13.9,74.3,36,7.3,1.2
2014-04-14,0,964.2,22.9,13.5,6.1,79.5,44,4.4,0.6
2014-04-15,13.2,964.2,22.7,16.3,9.3,82.8,55,5.3,0.4
2014-04-16,0,962.7,21.7,18.4,15.3,87.6,72,4,0.3
2014-04-17,0,961.8,25.4,19.5,16.1,85.1,58,3.7,0.4
2014-04-18,1,958.7,25.9,20.4,17,87.5,63,4.8,0.7
