"Data","precipitacao_total","pressao_atmosferica","temperatura_maxima","temperatura_media","Temperatura_minima","umidade_relativa_media","umidade_relativa_minima","vel_vento_max","vel_vento_med"
2018-08-27,0.2,970,18.6,8.1,1.1,83,48,4.5,0.3
2018-08-28,0,969,21.7,12.6,4.4,79,46,6.2,0.5
2018-08-29,0,966.5,21,14.6,10,87.9,63,3.2,0.2
2018-08-30,0.2,961.3,26.2,18,12.5,82.5,51,3.9,0.4
2018-08-31,0,958.3,26.6,18.3,12.3,81.6,49,8.2,0.7
2018-09-01,29.2,960.3,18.4,17.2,16.4,94.8,92,6.7,0.8
2018-09-02,37.2,959.4,19,17.1,16,93.9,86,5.4,0.5
2018-09-03,34.6,956.7,18.7,15.9,14.7,93,75,8.3,1.1
2018-09-04,33.4,958.2,21.6,15.5,12.5,73.3,39,8.3,1.3
2018-09-05,0.4,965.8,20.5,11.6,5.5,78.3,40,5.1,0.5
2018-09-06,0,967.3,22.1,12.6,6.8,78,34,4.9,0.4
2018-09-07,0.2,966.3,22,13.2,6.9,82.4,45,4.3,0.3
2018-09-08,0.2,965.3,24.4,15,9.1,76.9,31,4.9,0.4
2018-09-09,0,965.2,22.7,15.3,10.1,76,44,6.2,0.9
2018-09-10,0,965.2,20.5,14.9,10.2,82.2,59,7,0.9
2018-09-11,0,964.6,20.8,15.2,10.4,83.7,64,7.5,1.2
2018-09-12,0,965.4,18.9,15.5,13.3,83.7,70,8.9,2
2018-09-13,0.2,962.9,18.9,16,14.2,86.4,71,6.8,1
2018-09-14,6.4,958.8,18.4,16.3,14.9,91.5,82,4.4,0.6
2018-09-15,2.2,959.1,17.1,15,14.1,91.4,82,5.8,1.1
2018-09-16,18.8,961.6,21.8,15.9,11.5,87.4,59,7.1,0.7
2018-09-17,3,958.3,17.7,15.8,14.2,93.2,87,4.2,0.9
2018-09-18,9.2,954.7,24.3,17.6,14.1,81.9,45,5.3,1.1
2018-09-19,0,957,27.7,17.7,10.8,79.2,38,5.1,0.5
2018-09-20,0.2,959.5,23.4,19.5,13.9,76.7,59,5.6,1
2018-09-21,0,959.9,27.3,19.4,14.4,77.5,33,6.8,0.7
2018-09-22,0,959.6,30.2,21.3,15.9,74.7,35,4.6,0.7
2018-09-23,0,958.7,28.5,21.2,16.4,71.7,50,5.8,0.7
2018-09-24,0,960.5,25.7,20.1,15.5,73.3,41,8.7,1.2
2018-09-25,0.4,960.7,25,20.3,17.3,74.7,44,8,1.4
2018-09-26,2.2,958.7,25.4,20.2,17.6,81.5,55,4.6,0.8
2018-09-27,0.4,957.6,26.5,20.7,17.5,82,61,7.2,0.9
2018-09-28,0.2,961.5,23.5,20.4,18.9,78.5,66,5.8,1.5
2018-09-29,0,960.8,25.8,20.2,17.9,78.8,53,8.1,1.5
2018-09-30,0,958.3,26.1,21,17.9,79.8,52,4.6,0.6
2018-10-01,0,956.2,30.8,21.9,17.5,76.5,43,16.1,1.1
2018-10-02,3,958.2,23.9,19.7,16.2,78.8,58,8.7,1
2018-10-03,6,958.2,24.4,19.2,17.7,79.8,57,8.8,1.5
2018-10-04,7.2,963.2,21.9,16.9,14.5,74.3,56,6,1.3
2018-10-05,0,964.7,21.8,16.6,11.7,71.8,41,7.3,1.7
2018-10-06,0,964.8,17.1,14.5,12.1,76.3,64,6.4,1.3
2018-10-07,3.6,962.3,18.4,15.6,13.3,90.5,82,4.4,0.6
2018-10-08,1.2,959.6,20.8,18.3,14.3,90.7,81,3.4,0.5
2018-10-09,0,956.4,29.1,21.9,18.1,78.7,47,7.5,1
2018-10-10,31.6,957.8,27.5,20.8,17.4,66.8,46,9.3,1.6
2018-10-11,1,965.2,20.3,16.8,13.1,68.5,49,8.3,2.3
2018-10-12,0.6,963,19,16.2,13.6,89,79,4.9,0.7
2018-10-13,7.6,957.1,22,18.9,15.1,92.1,86,7.3,1
2018-10-14,5,960.4,17.5,15.1,14.2,92.4,86,5.9,1.6
2018-10-15,8.6,959.1,20.9,16.3,13.3,88.3,68,6.2,1
2018-10-16,0,958.9,22,18.2,15.6,84.8,58,6,0.9
2018-10-17,0.8,958.9,25.1,19.9,17.4,87.4,66,9,0.8
2018-10-18,18.2,957.3,21.3,19,17.7,90.4,74,10.6,0.9
2018-10-19,0.6,959.7,27.3,19.6,14.6,72.9,27,7.7,1.5
2018-10-20,0,963.4,23.4,16.5,10.1,64.4,35,8.8,1.3
2018-10-21,0,962.9,22.5,16.8,13.2,73.5,50,7.7,1.9
2018-10-22,0,961,25.9,18.6,14,73.7,49,6.6,0.8
2018-10-23,1,960.6,22.5,18.2,14.3,84.8,63,6.2,0.9
2018-10-24,0.8,963.6,19.8,16.9,15.5,83.3,67,8.8,1.7
2018-10-25,0.2,961.7,19.1,16.5,14.1,91.4,85,3.9,0.5
2018-10-26,3.4,957.1,22.3,19.4,16.5,90.4,79,6.8,0.9
2018-10-27,1.4,951.6,25.1,20.7,18.6,69.9,33,15.7,2.7
2018-10-28,0,958.9,25.2,16.9,9.8,69.3,32,7.7,1.6
2018-10-29,0,961.2,20.5,16.9,14.9,77.3,62,8.2,1.7
2018-10-30,0,961.4,26,19.5,16.1,75.5,52,7.4,1.3
2018-10-31,10.6,959.4,20.3,18.3,16.9,90.6,81,7.5,1.2
2018-11-01,20.2,958.1,25.7,19.9,16.7,85.3,63,7.5,1.6
2018-11-02,2.2,959.3,21.2,17.8,15.4,87.1,73,8,1.4
2018-11-03,0,955.7,20.5,18.2,16.3,90.2,74,8.4,0.9
2018-11-04,10.4,958.2,25.6,18.8,14.6,79.9,39,8,1.7
2018-11-05,0,962.2,25.1,18.7,13.8,73,41,7.2,1.9
2018-11-06,0,961.7,27.1,19.7,12.2,69,33,6.9,1.3
2018-11-07,0,964.1,28.3,20.4,17.8,72.7,34,12.4,2.2
2018-11-08,12,967.7,23.6,18.1,13.2,69.5,45,10.9,3.4
2018-11-09,0.4,965,23.8,18.1,14.3,82.6,66,8,2
2018-11-10,3,959.8,25.9,20.3,17.5,83.3,60,7.8,1.6
2018-11-11,0.4,958,28.3,21.8,18.5,76.8,43,4.7,0.8
2018-11-12,0.4,958.8,30.3,23.4,18.1,66.8,43,7.7,1.5
2018-11-13,0,957.8,30.3,23.9,19.8,74.3,49,7.4,1.6
2018-11-14,0,954.7,26.5,22.3,21.3,82.7,68,9.6,0.8
2018-11-15,0.2,955.9,30.9,22.7,18.2,67.9,29,10.4,1.6
2018-11-16,0,961.6,31.3,22.3,16.5,62.4,29,11,1.6
2018-11-17,0,962,27.6,20.7,14.2,68,38,9.1,2.4
2018-11-18,14.2,957,22.7,20.1,18.4,85.2,69,6.5,0.9
2018-11-19,3,961.4,24.4,18.1,13.8,74.2,49,9.8,2.1
2018-11-20,0,963.9,25.3,18.8,13.4,67.2,42,7.9,1.6
2018-11-21,0,963.5,26.2,19.2,12.4,69.3,35,9.1,1.8
2018-11-22,0,960.2,29,21.1,16.8,71.4,31,8.3,1.4
2018-11-23,0,955.9,28.2,23,18.6,70.8,49,7.5,1.5
2018-11-24,14.2,950.6,26.8,22.2,20,77.2,55,12.9,2.3
2018-11-25,9,957.6,30.5,21.7,14.1,67.5,21,11.2,1.6
2018-11-26,0,963.8,24.6,19.2,15.3,71,46,7.1,1.9
2018-11-27,0,963.7,25.9,19.8,15.7,77,51,8.8,1.4
2018-11-28,0.8,962,23.5,20.2,17,76.9,60,7.2,1.3
2018-11-29,6,957.7,24.6,20.7,18.6,87.2,73,4.8,0.7
2018-11-30,0,953.4,24.4,20.2,17.9,90.7,73,15.9,0.6
2018-12-01,40.8,951.5,31.1,22.5,17.3,72.8,24,8.9,1.7
2018-12-02,0.2,955.1,28.6,21.5,16.5,68.5,26,9.5,1.6
2018-12-03,2,957.1,22.7,16.6,13.2,82.6,59,5.7,1
2018-12-04,0.4,953.1,28.4,20.3,14,63.8,21,8.8,1.2
2018-12-05,0,954.2,29.7,20,10,61.8,26,11.2,1.3
2018-12-06,0,959,28.6,21.6,17.5,69.9,41,11.6,1.8
2018-12-07,0,961.9,25.7,18.5,16.1,70.8,39,8.7,1.8
2018-12-08,0,964.8,24.8,16.2,9.4,66.1,28,8.8,1.4
2018-12-09,0,964.6,26.9,18.9,12.1,65.8,37,10.2,1.6
2018-12-10,0,963.9,31.2,22.7,16.4,66.3,35,10.9,1.2
2018-12-11,0,962.3,34.5,24.8,17.5,69.5,25,8.9,1.2
2018-12-12,0,960.4,35.6,25.4,19.4,66.7,30,7.8,1.5
2018-12-13,0,959.7,33.5,25.5,19,66.5,36,9.3,1.6
2018-12-14,0,959,36.5,25.3,19.8,70.9,29,19.7,2.1
2018-12-15,3.6,961.8,34.4,24,19.1,81.3,39,11.4,1.2
2018-12-16,5.4,962.6,32,24.1,19.9,81.4,50,12.6,1.1
2018-12-17,14.6,959.3,33.6,24.2,19.5,81.3,52,10.2,0.9
2018-12-18,1.2,959.7,33.5,24,20.7,82.4,45,13.1,1
2018-12-19,15.8,959.9,30.8,24,20.2,81.5,56,7.5,1.2
2018-12-20,0.4,957.5,31,22.8,18.8,84.8,56,16.8,0.7
2018-12-21,20.6,955.5,31.8,22.4,20.2,86.7,56,19.2,0.9
2018-12-22,13,955.6,30.9,23.4,18.4,80,50,9.1,1
2018-12-23,3.8,957.3,31.9,24,20.1,77.5,36,9.5,1.3
2018-12-24,0,959.9,26.9,22,18.5,78.5,61,8.5,1.7
2018-12-25,0.4,960.4,27.4,21.3,18.9,79.9,57,9,1.3
2018-12-26,0,959,27.9,21.7,17.8,76.4,51,9.3,1.2
2018-12-27,2.4,957.2,29.7,21.9,18.1,80,45,17,0.9
2018-12-28,2,956.4,30.9,23.4,18.8,77.4,47,6.7,1.1
2018-12-29,0,955.6,32.4,24.6,18.8,74.6,38,8.6,1.3
2018-12-30,0,956,31.9,25.3,21.3,74.3,51,7.4,1.2
2018-12-31,0.2,956.8,33.1,25.6,20.8,79.4,49,6.9,1.2
2019-01-01,0,959.6,31.9,24.8,18.9,72.9,40,9.3,1.5
2019-01-02,0,958.6,33.5,26.2,21.5,72.5,48,7.7,1.2
2019-01-03,0,954.6,34.8,26.5,21.8,78.5,39,17.4,1.3
2019-01-04,9.2,956.8,28.2,23.1,21.2,89.8,66,14.7,1.2
2019-01-05,3.4,959.7,24.2,21.7,20.2,85.8,73,7,1.1
2019-01-06,0,958.9,28.6,22.8,19.4,80.2,57,5.8,0.9
2019-01-07,0,955.6,31.1,24.4,21.3,81.1,53,16.7,1.8
2019-01-08,0,959.1,29.2,24.2,21.4,82.9,60,6.4,0.7
2019-01-09,0.2,959.5,32.1,25.2,20.7,79.5,50,8.6,0.9
2019-01-10,0,958.9,32.2,24.6,23,80.8,49,29.5,1.7
2019-01-11,10.4,961.1,31.5,22.9,18.1,79.5,43,10.8,1.1
2019-01-12,0,961.7,30.9,23.9,20.2,79.8,48,8,1.1
2019-01-13,29.6,961,30.1,23,19,84.2,60,13.7,1.1
2019-01-14,0,959.8,31.1,24,20.1,83,54,7.3,0.8
2019-01-15,13.4,958.9,32,23.8,20.5,85.1,57,15.4,1.2
2019-01-16,2,958.6,33.8,23.6,20.3,85.6,48,20.9,1.1
2019-01-17,5.4,959.6,33.7,24.3,20.1,85.5,42,14.7,1
2019-01-18,7.6,959.9,29.9,23.5,20.9,84.8,60,12.6,0.8
2019-01-19,4,957.5,30.5,23.3,20.1,84.3,56,8,1.3
2019-01-20,0.6,959.9,26.8,22.3,19,79.5,61,5.2,0.6
2019-01-21,3.2,959.3,32,24.3,20.2,76.7,40,10.6,1.1
2019-01-22,0.2,961.2,31.2,24.3,19.5,77.8,44,6.5,1
2019-01-23,0,960.8,32.4,25.6,21.6,76.2,45,5.5,0.7
2019-01-24,16.6,960.9,29,23.4,20.9,85.4,63,8.8,1.4
2019-01-25,0.2,961.6,28.5,23,18.9,80.8,62,7.6,1.5
2019-01-26,0,961.2,30,23,18.5,81.9,50,12.9,1.5
2019-01-27,8,961.5,29.3,23,18.7,81.5,53,7,1.1
2019-01-28,0.4,962,33.3,25.6,20.2,74.5,41,8.7,1
2019-01-29,0,961.5,35,26.9,20.5,69.5,37,6,1.1
2019-01-30,0,959.6,35.6,27,19.8,68,31,6.8,0.7
2019-01-31,0,959.2,35.9,25.7,19.6,74.2,31,10.3,1.1
2019-02-01,0,959.7,33.4,25.6,19.8,73.3,46,6.4,0.9
2019-02-02,0,959.8,33.7,24.4,20.2,79.4,44,20.5,0.8
2019-02-03,52.6,961.3,25.3,21,20,89.1,68,7,1.4
2019-02-04,14,963.5,22.5,18.7,16,84.2,64,5.8,0.7
2019-02-05,0,963,26.7,19.3,14.2,81.5,49,6.4,0.9
2019-02-06,0,960.6,27.6,20.5,16.1,77.3,48,8.8,0.9
2019-02-07,1,957.6,29.7,22.2,16.6,73.7,38,6.6,0.8
2019-02-08,0.2,957,31.4,23.5,18,74,40,6.7,1
2019-02-09,0,957.6,32.8,25.3,20.9,73.2,44,6.3,1.2
2019-02-10,0,956.6,32.2,25.6,22.2,76.2,47,6.1,1
2019-02-11,5.2,956.3,28.7,22.3,19.7,88.4,66,14.5,0.5
2019-02-12,24,958.6,28.2,22.8,18.7,81.5,59,12.8,1.5
2019-02-13,0,962.8,25.2,19.7,14.2,76.5,52,7.7,1.7
2019-02-14,0,962,23.8,19.7,16.6,80.7,61,5.3,1
2019-02-15,14.2,957.9,19.8,18.4,17.7,91.9,83,6.1,0.9
2019-02-16,14,957.5,23.8,18.7,15.6,90.1,69,6,1
2019-02-17,6.2,958.4,23.1,19.5,16.9,89.7,76,6.6,1.3
2019-02-18,4,957.5,29.2,22.2,17.5,80.2,52,7,1
2019-02-19,0.2,955.5,28.8,21.3,17.9,85.8,53,9.3,0.9
2019-02-20,14.8,956.5,30.5,21.1,18.6,86.8,42,10.2,0.5
2019-02-21,14.4,960.4,28.9,21.3,18.6,87,50,10.7,0.5
2019-02-22,4.2,960.3,30.1,22.5,18,82.9,53,4.8,0.6
2019-02-23,0.2,956.6,32.7,24.3,19.7,81.7,50,11.8,1
2019-02-24,0,953.4,33,23.6,19.7,84.4,48,25.7,1.4
2019-02-25,42,955.2,26.3,21,19.6,87.1,55,6,0.7
2019-02-26,14.2,957.9,26,20.3,16.9,82.2,52,5.8,1
2019-02-27,0.2,959.8,22.9,19.6,17,85.2,67,4.8,0.8
2019-02-28,0.4,959.7,28.7,21.7,18.2,77.5,44,5.8,0.7
2019-03-01,0,960,29,22,17.2,75.9,46,6.3,1.1
2019-03-02,0,959.4,31.4,23.3,18.6,74.2,28,8.9,1
2019-03-03,0,960.1,31.7,22.5,14.8,70.5,29,6.4,0.8
2019-03-04,0,961,30.3,24,18.2,74.2,44,9.4,1.3
2019-03-05,0,961.6,32.1,25.1,19.4,75.4,44,6.5,1
2019-03-06,3.2,961.2,30,24,20,80.7,52,8.1,1.1
2019-03-07,14.6,959.9,28.1,22.7,20,87,63,6.9,0.7
2019-03-08,1.8,958.1,31.3,23.6,20,82.9,51,8.1,0.8
2019-03-09,18.8,959.6,28.4,22.9,20.4,84.6,58,6.1,0.8
2019-03-10,1.6,962.4,24.1,21,19.5,85.2,66,6.2,0.8
2019-03-11,0.6,963.7,22.2,18.5,15.9,86.1,66,6.2,0.6
2019-03-12,19,961.3,21.3,18.6,17.3,92.8,81,4.2,0.5
2019-03-13,16,957.2,29.6,22.2,17.3,86,59,5.3,0.8
2019-03-14,0.2,957,28.7,22.9,18.9,84.4,60,6.7,0.6
2019-03-15,0,959.7,28.8,23,19.6,78.4,56,7.4,1.4
2019-03-16,0,961.6,27.4,22.1,17.4,77.8,56,5.1,1
2019-03-17,1.2,960.3,23.5,20.9,18.8,85.2,72,4.2,0.9
2019-03-18,0.6,956.1,25.1,21.5,19.7,89.3,74,6.7,0.7
2019-03-19,15.2,955.1,29.5,22.7,17.2,77.4,40,8.3,1
2019-03-20,0,957.4,26.3,20.5,18.9,85.5,60,11.5,1
2019-03-21,0.6,961.3,21.9,17.9,16,81.3,60,6.4,0.8
2019-03-22,0.2,963.7,20.9,16.8,13.4,83.3,66,5.1,0.7
2019-03-23,1.4,962.2,27.3,19.8,16.4,80.1,48,6.2,0.7
2019-03-24,0.2,960.7,28.8,21.6,17.7,79.3,51,6.4,0.8
2019-03-25,0,958.9,30.1,21.3,16.2,77.8,37,7.8,0.9
2019-03-26,0.2,961.9,20.7,19.3,17.9,86.2,78,5.8,0.9
2019-03-27,0,966,22.7,19,16,81.1,57,3.2,0.3
2019-03-28,0.2,968.5,25.1,19.6,16.2,78.4,58,9.5,2
2019-03-29,0,968,23.2,18.5,15.4,88.3,72,6.3,1
2019-03-30,2.6,964.8,26.9,20.2,15.4,78.3,48,6.3,0.7
2019-03-31,0,961.9,22.6,19.3,16.8,88.8,71,4,0.5
2019-04-01,0.2,961.1,26.9,21.4,17.9,81.8,57,7.6,0.8
2019-04-02,0,960.5,27.4,21.3,17.5,79.4,53,6.9,0.8
2019-04-03,0,957.4,31.2,22.3,18,82.1,44,5.8,0.7
2019-04-04,0,954.3,30.8,22.9,18.6,83,51,8.3,0.8
2019-04-05,9.4,953.9,25.3,22.3,20.6,90.2,76,5.9,1
2019-04-06,14.4,960.5,22.7,18,16.3,92.8,84,7.1,1.2
2019-04-07,33,960.8,20.5,18.8,17.3,94.8,91,4.6,0.9
2019-04-08,9.8,960.9,23.1,19.1,16.8,84.7,62,4,0.8
2019-04-09,0,963.3,25.1,18.2,13.7,75.5,44,6.6,1.2
2019-04-10,0,963.7,25.6,18,13.4,79.9,51,5,0.5
2019-04-11,0,962.1,25.6,18.5,13.4,83.9,56,6.1,0.7
2019-04-12,0,960,28.5,19.7,15,81.4,34,4.9,0.6
2019-04-13,0.2,960.4,27.8,21.9,15.9,77.1,48,4.9,0.7
2019-04-14,0,961,28.8,21.6,17.5,80.1,49,5.9,0.8
2019-04-15,0,962.3,30,22.5,17.6,76.7,44,7.1,1.1
2019-04-16,1.4,960.5,23.1,19.4,18,89.3,72,7.3,0.4
2019-04-17,4,957.9,26.8,18.8,14.5,80,42,7.8,0.9
2019-04-18,0.4,958.7,27,17.7,13.2,81.6,41,5.2,0.4
2019-04-19,0,958.9,28,19.2,13.6,79.5,38,7,1.1
2019-04-20,0.2,958.4,25,18.8,13.5,83.9,61,4.5,0.5
2019-04-21,0,957.6,25.5,20,16.2,85.4,60,3.8,0.4
2019-04-22,2.8,959.5,21.2,19.2,18.5,90.8,77,5.4,1.2
2019-04-23,9.2,964.1,23.4,18.8,16.1,87,69,4.8,0.9
2019-04-24,0,965.4,23.6,20.1,17.8,87.6,74,4,0.4
2019-04-25,0.8,964,25.9,21.6,19,87.2,62,2.9,0.4
2019-04-26,0.2,963,25.8,21.1,18.1,89.3,67,3,0.2
2019-04-27,0,958.6,25.2,21.7,20.3,91.3,75,4.7,0.6
2019-04-28,10.4,955.3,23,19.2,17.3,89.7,77,7.6,1.1
2019-04-29,1.8,958.7,22.9,16,10.9,84.8,53,4.7,0.6
2019-04-30,0,961.2,24,17.6,13.5,83,53,6.1,0.6
2019-05-01,0,960.4,21.3,17.6,15.2,88,74,4.4,0.2
2019-05-02,2,958.2,25.5,20,16.8,88.2,63,4.9,0.5
2019-05-03,0.2,959.2,27.5,21.4,17.6,86.1,61,6.1,0.6
2019-05-04,2.4,961.5,29.2,22.6,18.9,87.6,59,4.8,0.5
2019-05-05,0.2,962.6,30.1,22.3,18.3,85.8,55,3.7,0.4
2019-05-06,0.6,960.6,29.6,22.7,18.7,80.1,50,8.2,1.2
2019-05-07,0.2,962.1,23.3,19.8,18,85.3,72,5.6,1.4
2019-05-08,0,964.8,20.7,17.5,15.1,83.6,65,4.3,1.1
2019-05-09,0,962.4,22.3,18.8,15.7,85.3,67,3.4,0.4
2019-05-10,0,958.5,22.7,19.3,17.3,84.8,66,6.5,0.7
2019-05-11,1,957.2,20.8,19.1,18.3,93.2,86,13.5,0.4
2019-05-12,22.2,961.3,19.6,18.1,16.8,90.6,81,4.2,0.9
2019-05-13,0,963.6,19.5,17.9,16.4,91,87,3.3,0.4
2019-05-14,13,962.6,23.6,18.1,14.3,75.7,52,4.9,1.3
2019-05-15,0.2,966.7,22.5,15.5,9.4,81.2,52,12,2
2019-05-16,0,968.7,23.2,16.8,12.2,77.2,45,8.7,1.8
2019-05-17,0,968.3,22.4,14.3,9.2,82.5,48,8.2,0.9
2019-05-18,0.6,966,19.8,16.4,12.3,89.5,77,6.1,1.1
2019-05-19,0,963.3,22.6,17.3,13.5,86.9,65,4.2,0.3
2019-05-20,0.2,961.2,24.6,17.8,14.1,87.5,61,5.6,0.3
2019-05-21,0.2,960,23.7,18.4,14.5,87.8,66,4.9,0.6
2019-05-22,1.6,959.6,19.2,17.7,16.9,94.4,88,2.4,0.2
2019-05-23,11.8,958.5,20.8,18.3,16.9,90,72,5.1,0.8
2019-05-24,2.2,955.2,17.9,15.6,15.2,94,89,11.8,0.9
2019-05-25,26.4,959.5,21.5,15.2,9.4,77.5,53,8.4,1.6
2019-05-26,0,962.4,18.8,13.3,10.7,89.4,65,5.4,0.5
2019-05-27,0,960.1,22.1,15.6,11,88.3,67,3.8,0.4
2019-05-28,19.8,957.1,20.1,16.6,14,93.1,82,6.2,0.5
2019-05-29,0.4,961.2,23,17.7,15.1,87.4,59,4.2,0.4
2019-05-30,35.8,959.4,17.5,16.4,15.4,94.4,82,5.9,0.8
2019-05-31,60.2,955.9,18.8,17,15.7,92.3,80,6.9,0.8
2019-06-01,0.2,959.1,21.2,17.4,15.5,89.4,74,5.5,0.6
2019-06-02,1.4,962.3,21.3,16.9,13.3,87.4,70,5.5,0.8
2019-06-03,0.2,964.6,23.2,17,13.1,83.2,58,6.9,1.2
2019-06-04,0,969.7,19.3,12.7,8.7,82.5,42,5.2,0.4
2019-06-05,0.2,970.6,19.7,12.4,6.7,85.3,61,5.3,0.4
2019-06-06,0,967.5,19.1,14.4,8,89.5,73,3.5,0.4
2019-06-07,0.2,963.8,23.1,15.5,10.6,84.5,54,7.3,0.6
2019-06-08,0.2,964.5,23.6,14.6,10,86.8,48,2.9,0.3
2019-06-09,0,967.4,22.9,17,10.6,85.8,56,4.9,0.3
2019-06-10,0.2,967.8,21.7,14.8,11.7,89.6,63,3.5,0.3
2019-06-11,0.2,965.5,21.4,15.1,12.4,90.3,66,3.9,0.2
2019-06-12,0.2,964.7,21.9,14.7,11,90,67,3.1,0.3
2019-06-13,0.2,965,24.5,16,11.2,90.6,61,2.7,0.1
2019-06-14,0.4,965.4,24.6,16.6,12.1,90.4,67,2.5,0.2
2019-06-15,0,965.6,26.8,18.5,12.8,86.4,50,4,0.2
2019-06-16,0.2,967.1,25.3,17.9,13.3,88,62,4.7,0.4
2019-06-17,0.2,967.3,24.7,17.3,12.7,84.2,49,4.9,0.4
2019-06-18,0.2,964.5,21.9,17,13.8,86.9,64,5.5,0.5
2019-06-19,0,962.9,22.3,16,13.1,89.4,65,4.4,0.4
2019-06-20,0.2,966.8,21.3,13.8,6.8,77.3,33,4.2,0.5
2019-06-21,0.2,970.8,17.6,13.2,8.2,87.8,68,2,0.2
2019-06-22,0,970.3,21.7,14.9,11.3,87.3,63,5.1,0.4
2019-06-23,0.2,965.9,22.4,14.1,10.9,91.4,60,3.9,0.4
2019-06-24,0.4,960.4,23.5,15.2,11.2,89.2,58,5.1,0.5
2019-06-25,0.4,955.9,24.4,15.7,11.4,87.1,51,4.7,0.4
2019-06-26,9.2,957.9,15.5,13.6,11.9,94.8,87,8.5,0.9
2019-06-27,5.8,963.8,15.3,12.4,10.3,92.8,85,5.6,0.5
2019-06-28,0,964.1,18.7,15.9,11.6,90.4,80,2.5,0.2
2019-06-29,0.2,961,25.9,18.9,15,89.1,63,4.2,0.2
2019-06-30,0.4,959.1,25.1,18.7,15.1,89.9,65,3.4,0.3
2019-07-01,2.8,958.8,20.3,16.8,15.8,94,85,4.7,0.3
2019-07-02,9.2,955,13.8,13.1,12.5,95,94,3,0.4
2019-07-03,12.2,952.6,19.8,14.9,12.5,82.2,54,10,1.4
2019-07-04,0,958.8,17.2,9.3,2.8,75.5,35,4.7,0.7
2019-07-05,0,963.4,12.1,7.1,4.2,65.9,26,12.7,2.1
2019-07-06,0,968,14.3,6.9,1.2,56.1,28,9.1,1.7
2019-07-07,0,971.4,14.3,4.4,-3.1,73.8,32,3.9,0.2
2019-07-08,0,970.7,17.8,6.5,0,86.3,50,3.7,0.1
2019-07-09,0.2,969.2,18.3,8.2,2,88.9,54,4.1,0.1
2019-07-10,0,966.8,16.8,10.4,4.3,89.8,68,5.5,0.5
2019-07-11,0.4,963.6,20.2,11.3,7.9,89.9,58,3.2,0.3
2019-07-12,0.2,962.1,23.1,12,5.6,85.2,48,2.6,0.2
2019-07-13,0,960.9,23.3,14.1,7.3,86.5,54,4,0.4
2019-07-14,0.2,960.1,17.4,15,10.6,94.7,88,2.6,0.3
2019-07-15,15.4,960.6,15.6,13.9,12.6,95.3,93,5.4,0.9
2019-07-16,2.4,964.7,17.3,10.6,5.5,77.8,42,8,1.2
2019-07-17,0.2,970.7,15.7,8.3,3,91.1,69,4.7,0.3
2019-07-18,0.6,970.8,16.6,12,4.4,93.4,80,6.5,0.4
2019-07-19,3.6,969,16.3,14.2,10.5,94.4,85,2.8,0.6
2019-07-20,0.6,966.4,22,15.1,11.6,88.8,61,4,0.3
2019-07-21,0.2,964.4,21.9,15.5,12.5,87.9,59,4.7,0.4
2019-07-22,0,963.2,24.8,16.6,11.2,86.4,51,7,0.5
2019-07-23,0.4,963.8,24.5,16.7,12.4,89.5,61,2.3,0.2
2019-07-24,0.2,964.2,25.2,17.4,13.4,88,58,3.3,0.3
2019-07-25,0,966.3,21.9,18.2,14.6,86.4,69,5.9,0.8
2019-07-26,0,966.9,19.2,16.8,15.1,87.9,74,3.6,0.2
2019-07-27,0.8,967.2,20.5,16.4,14.3,92.4,74,6.3,0.5
2019-07-28,1.8,969.2,16.3,13.1,11.3,92.6,88,5.6,0.9
2019-07-29,0,967,21.8,15.8,12,86.1,60,4,0.3
2019-07-30,0.2,962.9,21.2,15.9,12.6,87.6,63,5,0.6
2019-07-31,0.2,962,23.8,15.5,11.9,84.1,45,5.4,0.4
2019-08-01,0,959.4,24,16.2,11.6,83.8,51,5.2,0.5
2019-08-02,0,961,15.9,11.8,11.8,84.9,60,9.2,1.1
2019-08-03,2.8,968.3,16.4,7.8,-0.3,66.5,28,10.2,1.6
2019-08-04,0,973.3,16.1,6.1,-0.5,77.8,36,6.2,0.5
2019-08-05,0,975.4,17.5,8.1,0,84.2,54,7.7,0.5
2019-08-06,0.4,971.8,19.5,14.8,4,88.1,73,4,0.5
2019-08-07,0.6,968.4,25,18.2,13.2,81.5,56,6.9,0.5
2019-08-08,0,966.8,25.9,17.4,13,85.9,56,6,0.3
2019-08-09,0,963.5,28.4,19.2,13.3,81.5,41,6.3,0.3
2019-08-10,0.2,961.5,25.5,19,14.7,73.5,43,11.4,1.3
2019-08-11,0,966.3,17.4,10.9,6,88.1,50,4.2,0.4
2019-08-12,0,962.2,25.5,17,8.8,83,50,3.8,0.5
2019-08-13,1.8,965.4,20,16,12.1,61.3,23,10.4,1.6
2019-08-14,0,973.9,17.6,8.2,-0.7,63.9,31,6.8,1
2019-08-15,0,973.4,17.8,10.8,4.7,80.8,55,6.9,0.6
2019-08-16,0,968.1,19.2,13.9,9.5,85.5,65,5.4,0.4
2019-08-17,0,961.3,25.5,15.6,9.6,81.7,38,9.3,0.6
2019-08-18,0.2,958.8,20.6,15.2,11.9,90.8,67,6.7,0.8
2019-08-19,16.4,965.4,14,10.2,9.1,92.5,85,6.6,1.3
2019-08-20,0.6,968.4,14.6,11.6,9.3,87.9,71,2.5,0.3
2019-08-21,0,968.4,19.2,14.1,10.6,81.5,53,6.3,1.1
